zipcode,county_fips,county,sqmi,completed_trips,unaccepted_requests,total_requests,Uber_completed_trips,Uber_unaccepted_requests,Uber_total_requests,Uber_share_completed,Uber_perfect,Lyft_completed_trips,Lyft_unaccepted_requests,Lyft_total_requests,Lyft_share_completed,Lyft_perfect
95023,69,San Benito,394.8303485,9915,519,10434,8490,519,9009,0.942390942,0,1425,0,1425,1,1
95075,69,San Benito,91.95015254,12,2,14,12,2,14,0.857142857,0,0,0,0,0,0
95045,69,San Benito,47.32758303,1054,52,1106,687,52,739,0.929634641,0,367,0,367,1,1
95004,69,San Benito,21.95737404,668,64,732,451,64,515,0.875728155,0,217,0,217,1,1
95043,69,San Benito,765.0145769,1,0,1,1,0,1,1,1,0,0,0,0,0
95374,47,Merced,44.45245862,184,16,200,33,16,49,0.673469388,0,151,0,151,1,1
93635,47,Merced,390.7374569,2596,118,2714,552,118,670,0.823880597,0,2044,0,2044,1,1
95334,47,Merced,56.47316352,3123,151,3274,1027,151,1178,0.871816638,0,2096,0,2096,1,1
95340,47,Merced,51.95667439,73433,1029,74462,33957,1029,34986,0.970588235,0,39476,0,39476,1,1
95341,47,Merced,146.8263471,25685,497,26182,9910,497,10407,0.952243682,0,15775,0,15775,1,1
95388,47,Merced,37.69645773,2302,97,2399,685,97,782,0.875959079,0,1617,0,1617,1,1
95317,47,Merced,46.18787753,14,2,16,7,2,9,0.777777778,0,7,0,7,1,1
93620,47,Merced,161.2707493,324,18,342,28,18,46,0.608695652,0,296,0,296,1,1
93665,47,Merced,0.523303459,11,0,11,1,0,1,1,1,10,0,10,1,1
95365,47,Merced,3.665425009,568,20,588,124,20,144,0.861111111,0,444,0,444,1,1
95303,47,Merced,28.89239247,60,5,65,31,5,36,0.861111111,0,29,0,29,1,1
95315,47,Merced,18.94220274,3013,127,3140,1019,127,1146,0.889179756,0,1994,0,1994,1,1
95322,47,Merced,169.3921583,445,29,474,115,29,144,0.798611111,0,330,0,330,1,1
95301,47,Merced,76.06392652,15542,594,16136,5635,594,6229,0.904639589,0,9907,0,9907,1,1
95312,47,Merced,0.980165356,52,2,54,6,2,8,0.75,0,46,0,46,1,1
95324,47,Merced,40.1564021,1266,79,1345,439,79,518,0.847490347,0,827,0,827,1,1
95333,47,Merced,122.3251422,125,6,131,30,6,36,0.833333333,0,95,0,95,1,1
95348,47,Merced,58.995083,58124,662,58786,27057,662,27719,0.976117465,0,31067,0,31067,1,1
95369,47,Merced,156.0925535,27,1,28,4,1,5,0.8,0,23,0,23,1,1
95694,113,Yolo,133.3157847,2007,99,2106,697,99,796,0.875628141,0,1310,0,1310,1,1
95606,113,Yolo,37.96689739,83,3,86,42,3,45,0.933333333,0,41,0,41,1,1
95695,113,Yolo,145.6132128,37557,943,38500,16428,943,17371,0.945714121,0,21129,0,21129,1,1
95937,113,Yolo,53.20507668,112,5,117,44,5,49,0.897959184,0,68,0,68,1,1
95607,113,Yolo,132.7494963,3,1,4,3,1,4,0.75,0,0,0,0,0,0
95605,113,Yolo,3.899246163,90694,1092,91786,41896,1092,42988,0.974597562,0,48798,0,48798,1,1
95612,113,Yolo,63.60780433,2578,51,2629,1260,51,1311,0.961098398,0,1318,0,1318,1,1
95616,113,Yolo,29.85513952,352008,2712,354720,142051,2712,144763,0.981265931,0,209957,0,209957,1,1
95627,113,Yolo,52.31951107,99,7,106,42,7,49,0.857142857,0,57,0,57,1,1
95637,113,Yolo,42.48638616,0,0,0,0,0,0,0,0,0,0,0,0,0
95653,113,Yolo,5.492654063,27,2,29,15,2,17,0.882352941,0,12,0,12,1,1
95679,113,Yolo,5.90739741,0,0,0,0,0,0,0,0,0,0,0,0,0
95691,113,Yolo,39.02864383,155175,2024,157199,71459,2024,73483,0.972456214,0,83716,0,83716,1,1
95697,113,Yolo,0.274042775,132,2,134,72,2,74,0.972972973,0,60,0,60,1,1
95698,113,Yolo,38.39052151,39,3,42,21,3,24,0.875,0,18,0,18,1,1
95776,113,Yolo,88.20266189,36487,681,37168,15894,681,16575,0.958914027,0,20593,0,20593,1,1
95618,113,Yolo,32.13034544,108685,1028,109713,45978,1028,47006,0.978130451,0,62707,0,62707,1,1
94599,55,Napa,7.945282919,37556,505,38061,29602,505,30107,0.983226492,0,7954,0,7954,1,1
94558,55,Napa,399.8542773,223480,2843,226323,167699,2843,170542,0.98332962,0,55781,0,55781,1,1
94573,55,Napa,1.536388049,1470,14,1484,1116,14,1130,0.987610619,0,354,0,354,1,1
94503,55,Napa,27.03338705,32636,495,33131,20349,495,20844,0.976252159,0,12287,0,12287,1,1
94559,55,Napa,41.3664407,215906,3390,219296,157259,3390,160649,0.978898095,0,58647,0,58647,1,1
94567,55,Napa,72.30441914,3,0,3,3,0,3,1,1,0,0,0,0,0
94574,55,Napa,124.2953305,58554,1164,59718,45320,1164,46484,0.974959126,0,13234,0,13234,1,1
94576,55,Napa,0.284072214,112,6,118,78,6,84,0.928571429,0,34,0,34,1,1
94508,55,Napa,16.01299481,837,51,888,604,51,655,0.922137405,0,233,0,233,1,1
94515,55,Napa,115.5307359,20021,612,20633,14796,612,15408,0.960280374,0,5225,0,5225,1,1
94562,55,Napa,0.278261348,0,0,0,0,0,0,0,0,0,0,0,0,0
95245,9,Calaveras,69.81007019,6,0,6,6,0,6,1,1,0,0,0,0,0
95228,9,Calaveras,91.40497397,3,0,3,1,0,1,1,1,2,0,2,1,1
95249,9,Calaveras,81.22851219,29,0,29,25,0,25,1,1,4,0,4,1,1
95225,9,Calaveras,9.687569462,32,0,32,1,0,1,1,1,31,0,31,1,1
95222,9,Calaveras,151.7990472,48,2,50,38,2,40,0.95,0,10,0,10,1,1
95224,9,Calaveras,11.52403413,1,0,1,1,0,1,1,1,0,0,0,0,0
95226,9,Calaveras,3.85587432,0,0,0,0,0,0,0,0,0,0,0,0,0
95232,9,Calaveras,4.950692124,0,0,0,0,0,0,0,0,0,0,0,0,0
95252,9,Calaveras,114.0008862,28,0,28,15,0,15,1,1,13,0,13,1,1
95233,9,Calaveras,1.610589531,0,0,0,0,0,0,0,0,0,0,0,0,0
95251,9,Calaveras,12.21720485,4,0,4,4,0,4,1,1,0,0,0,0,0
95247,9,Calaveras,47.02514191,60,1,61,53,1,54,0.981481481,0,7,0,7,1,1
95246,9,Calaveras,69.07388594,0,0,0,0,0,0,0,0,0,0,0,0,0
95248,9,Calaveras,31.58222746,0,0,0,0,0,0,0,0,0,0,0,0,0
95254,9,Calaveras,4.876417669,0,0,0,0,0,0,0,0,0,0,0,0,0
95255,9,Calaveras,44.12894472,0,0,0,0,0,0,0,0,0,0,0,0,0
95257,9,Calaveras,11.76195416,0,0,0,0,0,0,0,0,0,0,0,0,0
95221,9,Calaveras,0.231560901,0,0,0,0,0,0,0,0,0,0,0,0,0
95305,109,Tuolumne,58.26383084,0,0,0,0,0,0,0,0,0,0,0,0,0
95364,109,Tuolumne,197.0758191,0,0,0,0,0,0,0,0,0,0,0,0,0
95370,109,Tuolumne,103.0965348,825,27,852,647,27,674,0.959940653,0,178,0,178,1,1
95372,109,Tuolumne,2.420116576,8,0,8,6,0,6,1,1,2,0,2,1,1
95375,109,Tuolumne,13.94689513,0,0,0,0,0,0,0,0,0,0,0,0,0
95379,109,Tuolumne,25.88534364,141,6,147,109,6,115,0.947826087,0,32,0,32,1,1
95383,109,Tuolumne,66.22246601,72,4,76,70,4,74,0.945945946,0,2,0,2,1,1
95346,109,Tuolumne,5.108546143,5,1,6,4,1,5,0.8,0,1,0,1,1,1
95321,109,Tuolumne,449.0973029,4,0,4,2,0,2,1,1,2,0,2,1,1
95310,109,Tuolumne,44.72919177,21,0,21,19,0,19,1,1,2,0,2,1,1
95327,109,Tuolumne,158.7654343,178,11,189,122,11,133,0.917293233,0,56,0,56,1,1
95329,109,Tuolumne,116.5705022,0,0,0,0,0,0,0,0,0,0,0,0,0
95335,109,Tuolumne,41.0644548,1,0,1,1,0,1,1,1,0,0,0,0,0
95309,109,Tuolumne,0.018355388,0,0,0,0,0,0,0,0,0,0,0,0,0
95368,99,Stanislaus,3.060667103,16375,367,16742,5709,367,6076,0.93959842,0,10666,0,10666,1,1
95380,99,Stanislaus,77.15557943,45968,1723,47691,18179,1723,19902,0.913425786,0,27789,0,27789,1,1
95350,99,Stanislaus,8.835691047,141866,2779,144645,52206,2779,54985,0.949458943,0,89660,0,89660,1,1
95313,99,Stanislaus,45.7376269,166,13,179,71,13,84,0.845238095,0,95,0,95,1,1
95357,99,Stanislaus,39.34940752,14771,379,15150,5594,379,5973,0.936547798,0,9177,0,9177,1,1
95363,99,Stanislaus,478.3131939,1912,159,2071,717,159,876,0.818493151,0,1195,0,1195,1,1
95323,99,Stanislaus,31.31088664,79,2,81,22,2,24,0.916666667,0,57,0,57,1,1
95358,99,Stanislaus,116.2670484,31788,861,32649,12525,861,13386,0.935679068,0,19263,0,19263,1,1
95354,99,Stanislaus,7.654239596,86570,2462,89032,33968,2462,36430,0.932418337,0,52602,0,52602,1,1
95355,99,Stanislaus,9.34617585,95324,2102,97426,37354,2102,39456,0.946725466,0,57970,0,57970,1,1
95386,99,Stanislaus,94.68444394,1120,55,1175,337,55,392,0.859693878,0,783,0,783,1,1
95351,99,Stanislaus,8.89246379,64516,1633,66149,23462,1633,25095,0.934927276,0,41054,0,41054,1,1
95360,99,Stanislaus,61.81394084,337,29,366,109,29,138,0.789855072,0,228,0,228,1,1
95361,99,Stanislaus,217.4133915,8007,484,8491,3172,484,3656,0.86761488,0,4835,0,4835,1,1
95356,99,Stanislaus,22.21168419,80182,1769,81951,31433,1769,33202,0.946720077,0,48749,0,48749,1,1
95367,99,Stanislaus,5.252163346,18800,530,19330,7724,530,8254,0.935788709,0,11076,0,11076,1,1
95385,99,Stanislaus,26.84557715,110,1,111,53,1,54,0.981481481,0,57,0,57,1,1
95230,99,Stanislaus,136.8788022,17,2,19,8,2,10,0.8,0,9,0,9,1,1
95382,99,Stanislaus,10.94528303,30650,924,31574,12247,924,13171,0.929845874,0,18403,0,18403,1,1
95387,99,Stanislaus,21.52202625,145,15,160,53,15,68,0.779411765,0,92,0,92,1,1
95326,99,Stanislaus,26.50114374,3546,184,3730,1671,184,1855,0.900808625,0,1875,0,1875,1,1
95307,99,Stanislaus,32.83450391,44887,1400,46287,18381,1400,19781,0.929225014,0,26506,0,26506,1,1
95316,99,Stanislaus,81.80155396,2743,107,2850,1218,107,1325,0.919245283,0,1525,0,1525,1,1
95319,99,Stanislaus,2.525495962,1649,60,1709,707,60,767,0.921773142,0,942,0,942,1,1
95328,99,Stanislaus,0.902007466,2278,53,2331,848,53,901,0.941176471,0,1430,0,1430,1,1
96024,105,Trinity,104.6364418,0,0,0,0,0,0,0,0,0,0,0,0,0
95552,105,Trinity,136.8894571,0,0,0,0,0,0,0,0,0,0,0,0,0
96041,105,Trinity,335.5437782,0,0,0,0,0,0,0,0,0,0,0,0,0
95563,105,Trinity,66.07412791,0,0,0,0,0,0,0,0,0,0,0,0,0
95527,105,Trinity,143.6962732,0,0,0,0,0,0,0,0,0,0,0,0,0
95595,105,Trinity,552.7665988,0,0,0,0,0,0,0,0,0,0,0,0,0
96091,105,Trinity,425.4574286,0,0,0,0,0,0,0,0,0,0,0,0,0
96093,105,Trinity,99.60098709,3,0,3,2,0,2,1,1,1,0,1,1,1
96052,105,Trinity,111.1709356,0,0,0,0,0,0,0,0,0,0,0,0,0
96010,105,Trinity,383.8469138,0,0,0,0,0,0,0,0,0,0,0,0,0
96046,105,Trinity,141.1689316,0,0,0,0,0,0,0,0,0,0,0,0,0
96048,105,Trinity,155.4165582,0,0,0,0,0,0,0,0,0,0,0,0,0
96129,63,Plumas,116.0011091,2,0,2,2,0,2,1,1,0,0,0,0,0
96103,63,Plumas,97.27761893,22,0,22,22,0,22,1,1,0,0,0,0,0
96122,63,Plumas,64.03187054,13,1,14,10,1,11,0.909090909,0,3,0,3,1,1
95915,63,Plumas,36.20760141,0,0,0,0,0,0,0,0,0,0,0,0,0
96106,63,Plumas,22.06008506,6,0,6,6,0,6,1,1,0,0,0,0,0
96135,63,Plumas,34.8261021,0,0,0,0,0,0,0,0,0,0,0,0,0
96105,63,Plumas,254.081619,0,0,0,0,0,0,0,0,0,0,0,0,0
96137,63,Plumas,142.1910642,0,0,0,0,0,0,0,0,0,0,0,0,0
95947,63,Plumas,85.41507886,0,0,0,0,0,0,0,0,0,0,0,0,0
95971,63,Plumas,150.8422709,3,0,3,3,0,3,1,1,0,0,0,0,0
95981,63,Plumas,53.08857325,0,0,0,0,0,0,0,0,0,0,0,0,0
95984,63,Plumas,75.56835537,0,0,0,0,0,0,0,0,0,0,0,0,0
95923,63,Plumas,10.1596871,0,0,0,0,0,0,0,0,0,0,0,0,0
95934,63,Plumas,21.54220829,0,0,0,0,0,0,0,0,0,0,0,0,0
95956,63,Plumas,59.20751592,0,0,0,0,0,0,0,0,0,0,0,0,0
95983,63,Plumas,85.32964407,0,0,0,0,0,0,0,0,0,0,0,0,0
96020,63,Plumas,56.30628239,0,0,0,0,0,0,0,0,0,0,0,0,0
95493,33,Lake,7.856987866,0,0,0,0,0,0,0,0,0,0,0,0,0
95426,33,Lake,28.65803232,1,0,1,0,0,0,0,0,1,0,1,1,1
95451,33,Lake,92.86215856,6,0,6,2,0,2,1,1,4,0,4,1,1
95422,33,Lake,26.88379412,113,4,117,32,4,36,0.888888889,0,81,0,81,1,1
95423,33,Lake,122.4344795,9,0,9,0,0,0,0,0,9,0,9,1,1
95435,33,Lake,0.014293187,0,0,0,0,0,0,0,0,0,0,0,0,0
95443,33,Lake,4.171727919,0,0,0,0,0,0,0,0,0,0,0,0,0
95467,33,Lake,7.355949871,4,0,4,1,0,1,1,1,3,0,3,1,1
95457,33,Lake,147.9296372,10,1,11,5,1,6,0.833333333,0,5,0,5,1,1
95464,33,Lake,2.536722324,3,0,3,1,0,1,1,1,2,0,2,1,1
95453,33,Lake,87.02851089,8,1,9,1,1,2,0.5,0,7,0,7,1,1
95458,33,Lake,34.88784053,3,0,3,2,0,2,1,1,1,0,1,1,1
95461,33,Lake,123.2866294,11,0,11,4,0,4,1,1,7,0,7,1,1
95485,33,Lake,86.98480584,6,0,6,4,0,4,1,1,2,0,2,1,1
95223,3,Alpine,426.7888167,4,0,4,4,0,4,1,1,0,0,0,0,0
95646,3,Alpine,53.38625331,1,0,1,0,0,0,0,0,1,0,1,1,1
96120,3,Alpine,226.4708249,3,0,3,3,0,3,1,1,0,0,0,0,0
95567,15,Del Norte,62.50293044,7,0,7,7,0,7,1,1,0,0,0,0,0
95543,15,Del Norte,141.2444158,0,0,0,0,0,0,0,0,0,0,0,0,0
95531,15,Del Norte,189.4057952,192,13,205,187,13,200,0.935,0,5,0,5,1,1
95548,15,Del Norte,55.84321078,1,0,1,1,0,1,1,1,0,0,0,0,0
95538,15,Del Norte,1.891776389,0,0,0,0,0,0,0,0,0,0,0,0,0
95910,91,Sierra,32.9251237,0,0,0,0,0,0,0,0,0,0,0,0,0
96118,91,Sierra,170.7127126,0,0,0,0,0,0,0,0,0,0,0,0,0
96124,91,Sierra,53.10870162,0,0,0,0,0,0,0,0,0,0,0,0,0
96125,91,Sierra,92.76740824,0,0,0,0,0,0,0,0,0,0,0,0,0
96126,91,Sierra,28.72509358,0,0,0,0,0,0,0,0,0,0,0,0,0
95936,91,Sierra,43.93046251,0,0,0,0,0,0,0,0,0,0,0,0,0
95944,91,Sierra,9.406404612,0,0,0,0,0,0,0,0,0,0,0,0,0
95234,0,0,0,8,1,9,7,1,8,0.875,0,1,0,1,1,1
90090,0,0,0,18250,2007,20257,12617,966,13583,0.92888169,0,5633,1041,6674,0.844021576,0
94850,0,0,0,338,22,360,239,14,253,0.944664032,0,99,8,107,0.925233645,0
95724,0,0,0,50,0,50,30,0,30,1,1,20,0,20,1,1
0,0,0,0,52864,3890,56754,35482,2171,37653,0.942341912,0,17382,1719,19101,0.910004712,0
